,Acc,Depth,MAE,Rate,Stops
1272,0.9910213243546577,29,0.008978675645342313,0.04,220
1273,0.9921436588103255,29,0.007856341189674524,0.05,220
1274,0.9921436588103255,29,0.007856341189674524,0.060000000000000005,220
1275,0.9932659932659933,29,0.006734006734006734,0.06999999999999999,220
1276,0.9921436588103255,29,0.007856341189674524,0.08,220
1277,0.9932659932659933,29,0.006734006734006734,0.09,220
1278,0.9461279461279462,30,0.05387205387205387,0.01,220
1279,0.9809203142536476,30,0.019079685746352413,0.02,220
1280,0.9887766554433222,30,0.01122334455667789,0.03,220
1281,0.9910213243546577,30,0.008978675645342313,0.04,220
1282,0.9921436588103255,30,0.007856341189674524,0.05,220
1283,0.9921436588103255,30,0.007856341189674524,0.060000000000000005,220
1284,0.9932659932659933,30,0.006734006734006734,0.06999999999999999,220
1285,0.9921436588103255,30,0.007856341189674524,0.08,220
1286,0.9932659932659933,30,0.006734006734006734,0.09,220
1287,0.9450056116722784,20,0.05499438832772166,0.01,230
1288,0.9775533108866442,20,0.02244668911335578,0.02,230
1289,0.9876543209876543,20,0.012345679012345678,0.03,230
1290,0.9910213243546577,20,0.008978675645342313,0.04,230
1291,0.9910213243546577,20,0.008978675645342313,0.05,230
1292,0.9921436588103255,20,0.007856341189674524,0.060000000000000005,230
1293,0.9921436588103255,20,0.007856341189674524,0.06999999999999999,230
1294,0.9932659932659933,20,0.006734006734006734,0.08,230
1295,0.9932659932659933,20,0.006734006734006734,0.09,230
1296,0.9461279461279462,21,0.05387205387205387,0.01,230
1297,0.9809203142536476,21,0.019079685746352413,0.02,230
1298,0.9887766554433222,21,0.01122334455667789,0.03,230
1299,0.9910213243546577,21,0.008978675645342313,0.04,230
1300,0.9921436588103255,21,0.007856341189674524,0.05,230
1301,0.9921436588103255,21,0.007856341189674524,0.060000000000000005,230
1302,0.9921436588103255,21,0.007856341189674524,0.06999999999999999,230
1303,0.9932659932659933,21,0.006734006734006734,0.08,230
1304,0.9932659932659933,21,0.006734006734006734,0.09,230
1305,0.9461279461279462,22,0.05387205387205387,0.01,230
1306,0.9809203142536476,22,0.019079685746352413,0.02,230
1307,0.98989898989899,22,0.010101010101010102,0.03,230
1308,0.9910213243546577,22,0.008978675645342313,0.04,230
1309,0.9921436588103255,22,0.007856341189674524,0.05,230
1310,0.9921436588103255,22,0.007856341189674524,0.060000000000000005,230
1311,0.9932659932659933,22,0.006734006734006734,0.06999999999999999,230
1312,0.9932659932659933,22,0.006734006734006734,0.08,230
1313,0.9932659932659933,22,0.006734006734006734,0.09,230
1314,0.9461279461279462,23,0.05387205387205387,0.01,230
1315,0.9809203142536476,23,0.019079685746352413,0.02,230
1316,0.98989898989899,23,0.010101010101010102,0.03,230
1317,0.9910213243546577,23,0.008978675645342313,0.04,230
1318,0.9921436588103255,23,0.007856341189674524,0.05,230
1319,0.9921436588103255,23,0.007856341189674524,0.060000000000000005,230
1320,0.9932659932659933,23,0.006734006734006734,0.06999999999999999,230
1321,0.9921436588103255,23,0.007856341189674524,0.08,230
1322,0.9932659932659933,23,0.006734006734006734,0.09,230
1323,0.9461279461279462,24,0.05387205387205387,0.01,230
1324,0.9820426487093153,24,0.017957351290684626,0.02,230
1325,0.9887766554433222,24,0.01122334455667789,0.03,230
1326,0.9910213243546577,24,0.008978675645342313,0.04,230
1327,0.9921436588103255,24,0.007856341189674524,0.05,230
1328,0.9921436588103255,24,0.007856341189674524,0.060000000000000005,230
1329,0.9921436588103255,24,0.007856341189674524,0.06999999999999999,230
1330,0.9921436588103255,24,0.007856341189674524,0.08,230
1331,0.9932659932659933,24,0.006734006734006734,0.09,230
1332,0.9461279461279462,25,0.05387205387205387,0.01,230
1333,0.9831649831649831,25,0.016835016835016835,0.02,230
1334,0.9887766554433222,25,0.01122334455667789,0.03,230
1335,0.9910213243546577,25,0.008978675645342313,0.04,230
1336,0.9921436588103255,25,0.007856341189674524,0.05,230
1337,0.9921436588103255,25,0.007856341189674524,0.060000000000000005,230
1338,0.9921436588103255,25,0.007856341189674524,0.06999999999999999,230
1339,0.9921436588103255,25,0.007856341189674524,0.08,230
1340,0.9932659932659933,25,0.006734006734006734,0.09,230
1341,0.9461279461279462,26,0.05387205387205387,0.01,230
1342,0.9820426487093153,26,0.017957351290684626,0.02,230
1343,0.9887766554433222,26,0.01122334455667789,0.03,230
1344,0.9910213243546577,26,0.008978675645342313,0.04,230
1345,0.9921436588103255,26,0.007856341189674524,0.05,230
1346,0.9921436588103255,26,0.007856341189674524,0.060000000000000005,230
1347,0.9932659932659933,26,0.006734006734006734,0.06999999999999999,230
1348,0.9932659932659933,26,0.006734006734006734,0.08,230
1349,0.9932659932659933,26,0.006734006734006734,0.09,230
1350,0.9461279461279462,27,0.05387205387205387,0.01,230
1351,0.9809203142536476,27,0.019079685746352413,0.02,230
1352,0.9887766554433222,27,0.01122334455667789,0.03,230
1353,0.9910213243546577,27,0.008978675645342313,0.04,230
1354,0.9921436588103255,27,0.007856341189674524,0.05,230
1355,0.9921436588103255,27,0.007856341189674524,0.060000000000000005,230
1356,0.9932659932659933,27,0.006734006734006734,0.06999999999999999,230
1357,0.9932659932659933,27,0.006734006734006734,0.08,230
1358,0.9932659932659933,27,0.006734006734006734,0.09,230
1359,0.9461279461279462,28,0.05387205387205387,0.01,230
1360,0.9809203142536476,28,0.019079685746352413,0.02,230
1361,0.9887766554433222,28,0.01122334455667789,0.03,230
